best_fit,worst_fit,std_fit,mean_fit,n_unique_inds,better_than_parents,worst_than_parents
24.33570078179862,110022.16708874959,20614.445637158933,5553.8240464708515,48,15,13
20.562945111647835,110022.16708874959,15656.527577541328,3306.929886862316,37,12,12
17.893514091342137,943.9125857954034,181.49661562910046,88.70296093740741,25,11,15
17.893514091342137,97.3088557839073,23.94587221260921,48.48569694143785,22,14,16
17.893514091342137,97.3088557839073,20.775118442680036,45.515191452507906,23,9,13
17.893514091342137,95.18123434297651,16.083799065375263,42.31605466531927,24,12,16
17.893514091342137,95.18123434297651,12.101657395529724,40.374806938383074,26,10,16
17.893514091342137,94.94129471166198,8.7156700166911,39.591968785071245,19,12,14
17.893514091342137,94.94129471166198,15.954496303821713,42.7629439281432,20,12,20
17.893514091342137,97.3088557839073,15.961973010198339,43.1350533626584,26,13,21
17.893514091342137,95.00976861671195,14.051164846800283,41.715530554973014,27,10,20
17.79369991379292,95.00629584767125,8.985756724394157,39.64912686248479,18,14,14
17.79369991379292,95.00629584767125,9.498366989873723,39.24300105269406,21,11,17
17.79369991379292,95.00629584767125,15.110034032103528,40.16061333591617,22,16,18
17.79369991379292,95.00629584767125,15.10782736523145,40.7702685277222,25,12,18
17.79369991379292,95.00629584767125,17.459115819938695,44.71383083822943,26,16,20
17.79369991379292,94.50406269408701,12.913254681621549,41.68988977819706,30,13,17
17.79369991379292,58.867219629057644,5.070797951738469,38.15706564481136,21,17,17
17.79369991379292,58.867219629057644,4.894561622817991,38.294933711409705,20,16,18
17.79369991379292,58.907632748078136,7.285897340173317,40.89475754488711,19,13,17
17.79369991379292,58.952171324326855,8.94937559881011,41.726688640390904,15,15,19
17.79369991379292,58.907632748078136,9.58796454487033,43.526490866111615,17,15,17
17.79369991379292,58.907632748078136,8.826404084981709,42.32014351102681,18,13,15
17.79369991379292,58.903562185036996,9.099501608255919,40.1359023292657,16,16,18
17.79369991379292,58.97515085164797,8.438644757619812,42.008240291539884,19,13,15
17.79369991379292,58.97515085164797,8.12686138866133,41.56402470245187,16,12,20
17.79369991379292,58.97515085164797,8.53087956450135,41.81084458051402,12,14,16
17.79369991379292,58.97515085164797,8.036351061487187,40.16577287207383,12,13,13
17.79369991379292,58.97515085164797,8.14976139077229,41.542430776501725,12,17,17
17.79369991379292,58.97515085164797,10.018969773344674,44.31211287065219,15,14,18
17.79369991379292,58.97515085164797,11.742915159880544,43.98730750823808,11,10,18
17.79369991379292,58.97515085164797,12.985939323874703,46.10222214252589,12,9,15
17.79369991379292,58.97515085164797,14.301338704873121,46.48801377065428,10,15,17
17.79369991379292,58.97515085164797,12.41213136057919,48.25764687233125,10,12,12
17.79369991379292,129.9095636816858,16.332296223640608,46.72198656131575,10,14,16
17.79369991379292,129.9095636816858,26.31630904254563,49.76613998689919,11,9,21
17.79369991379292,129.9095636816858,16.8177498527253,46.76666957122818,10,9,23
17.79369991379292,129.9095636816858,15.893206489663566,52.879971217289636,10,10,20
17.79369991379292,129.9095636816858,24.518335475544177,56.32885099489857,10,13,13
17.79369991379292,129.9095636816858,29.458457513731588,61.46470156038836,10,17,17
17.79369991379292,129.9095636816858,29.652658305996617,55.99089827919804,11,13,19
17.79369991379292,129.9095636816858,21.90249148063991,54.222504878012884,10,15,19
17.79369991379292,129.9095636816858,31.58451541472722,61.36678873251091,10,10,20
17.79369991379292,941.4620993803072,160.8398155240187,97.6640849044037,12,13,15
17.79369991379292,941.4620993803072,188.99779354904783,102.90339544739226,11,15,21
17.79369991379292,928.9695159056712,184.51388308554252,101.11662754166831,11,15,19
17.79369991379292,129.9095636816858,19.438109624412913,49.21802947432086,8,12,14
17.79369991379292,58.97515085164797,10.78145799010369,46.70421291800053,7,12,20
17.79369991379292,129.9095636816858,16.00666626705981,46.22186288742529,9,13,17
17.79369991379292,58.97515085164797,13.08853980153099,40.462882187016646,9,13,19
17.79369991379292,58.907632748078136,13.168766488861342,40.334487720787465,10,12,18
17.79369991379292,58.907632748078136,11.746385198517912,41.06980221310805,13,13,17
17.79369991379292,129.9095636816858,18.542628008599348,41.53234896969745,12,13,15
17.79369991379292,129.9095636816858,25.94225538818077,44.18945426641515,14,16,18
17.79369991379292,58.97515085164797,13.027944938727854,41.74218801575281,12,13,19
17.79369991379292,58.97515085164797,14.106712402445119,39.26324353821604,12,13,17
17.79369991379292,58.97515085164797,13.455273016081263,37.70471187025694,13,14,14
17.79369991379292,58.97515085164797,13.146674149303069,41.04159524011662,12,11,21
17.3084997872308,58.97515085164797,12.365468270240218,35.48097298582472,12,11,15
17.3084997872308,58.97515085164797,13.655903353023382,36.40855570274204,12,16,18
17.3084997872308,58.97515085164797,11.774278417781156,40.27579331236685,15,14,20
16.804666065696956,58.97515085164797,10.984508583069102,40.53140716342072,14,10,16
16.804666065696956,58.97515085164797,12.020244530594775,38.72966323337233,16,18,16
16.804666065696956,58.97515085164797,8.982186747828091,37.70774786532755,17,15,21
16.804666065696956,58.97515085164797,11.911403153774717,36.76988060311186,18,15,19
16.804666065696956,58.97515085164797,11.416851632815902,44.81863173948767,16,9,21
16.804666065696956,129.9095636816858,16.100739981440324,49.400963346433336,14,17,19
16.804666065696956,149.96648900667063,25.98817427578806,55.115019841029714,16,17,19
16.804666065696956,149.5556247106024,18.406259883399485,49.75188280361258,21,14,20
16.804666065696956,202.38452110071674,24.68594339226359,49.510459231569314,15,15,19
16.804666065696956,58.907632748078136,10.561013646912382,45.39032468492581,14,17,19
16.804666065696956,148.13570574827847,17.502658593014292,44.53820735099718,21,14,18
16.804666065696956,129.9095636816858,16.321603523468834,45.02921579243153,17,14,14
16.804666065696956,58.907632748078136,12.707369741929119,40.23437957921741,19,11,11
16.804666065696956,58.97515085164797,10.579364650026797,40.10034633633545,20,11,17
16.804666065696956,129.9095636816858,15.881640996559746,42.82211482477637,19,16,18
16.804666065696956,742.5005161898324,98.75487785042803,54.227829827250304,21,14,14
16.804666065696956,58.97515085164797,11.498965172179213,36.904445603324696,17,15,17
16.804666065696956,129.9095636816858,19.958638267273866,38.24858329390186,15,11,21
16.804666065696956,129.9095636816858,19.663262997500805,39.392440937716195,12,8,22
16.804666065696956,58.97515085164797,15.208464841473155,32.05993860272017,10,6,24
16.804666065696956,129.9095636816858,20.47437437283243,32.86942122417424,12,4,24
16.804666065696956,129.9095636816858,24.35557580432626,32.39668400456149,9,8,22
16.804666065696956,129.9095636816858,18.296076247135552,28.184775040133086,10,6,24
16.804666065696956,1758.231931586025,244.3800029637299,65.43644364173196,14,12,24
16.804666065696956,58.97515085164797,11.466602481206383,24.562094219666832,8,9,23
16.804666065696956,1752.6110998768504,242.10985960795935,59.162485787186334,9,7,25
16.804666065696956,48.174211345497206,10.001432785188323,26.834797445443304,8,18,20
16.804666065696956,48.174211345497206,9.80236666325145,29.810881499652297,9,14,18
16.804666065696956,48.174211345497206,10.3600969580979,31.238111610446268,10,14,20
16.804666065696956,48.174211345497206,10.086594386083641,30.187742669698192,8,16,22
16.804666065696956,110.10476481126227,14.728971525647315,35.838112829019266,10,18,12
16.804666065696956,48.174211345497206,10.872437885252051,34.495794246553174,7,10,18
16.804666065696956,48.174211345497206,12.635695325023061,33.530299577079006,7,14,22
16.804666065696956,48.174211345497206,12.476407065420522,34.141026320424835,8,16,20
16.804666065696956,53.43798715409675,12.780707521787551,34.961575485366055,10,13,21
16.804666065696956,431.0165524553813,56.310821739645284,45.38417741358725,10,13,23
16.804666065696956,658.3657064918001,126.29765001634526,71.91779983015071,9,11,21
16.804666065696956,658.3657064918001,149.74413554097163,86.58841242739112,11,11,17
16.804666065696956,658.3657064918001,142.2818729920409,76.38346439595735,11,11,23
