train_fit,test_fit,train_time_seconds,random_seed
13.291545415749928,19.831622753286627,13.529448986053467,430
10.8979711945973,15.355038592377065,81.0215094089508,271
5.798667638125921,9.488493541537991,119.42117476463318,366
13.291545415749928,19.831622753286627,14.963742971420288,710
13.09591272714722,19.00195366966173,26.65528964996338,250
10.733705415570713,14.455514242328194,67.83260154724121,160
5.699474365961349,8.721210936484017,189.13182973861694,217
8.444877334631096,12.752936511838826,63.50134873390198,707
3.8983181258115747,6.842674631781615,107.13933658599854,369
18.808704070924218,26.00869263098201,11.144160509109497,342
2.1064272512601083,2.699687207689661,94.88864946365356,761
5.792857125933361,12.468946172206262,228.22544813156128,402
13.291545415749928,19.831622753286627,14.454155445098877,126
18.808704070924218,26.00869263098201,11.987562656402588,306
10.21784696213712,15.985060353840534,55.54861545562744,880
8.131076293504421,15.985060353840534,76.1399233341217,117
10.959118713134599,15.619527942269478,109.24534630775452,702
10.040287655808937,15.932406156714853,81.70124316215515,804
5.546309323435312,6.305140744264598,56.32565760612488,519
13.291545415749928,19.831622753286627,18.2421612739563,423
13.291545415749928,19.831622753286627,13.065306186676025,193
3.0896233449467037,4.468863685180051,96.36730289459229,162
5.856403078988618,13.62686310610925,104.20890069007874,80
6.27809436907968,8.754654293115923,35.33009672164917,272
13.291545415749928,19.831622753286627,13.580652475357056,424
3.8027193245147206,5.97223190316203,92.14352774620056,433
10.107289428458918,15.396189593065216,30.814353942871094,588
8.957312589570664,13.950456305938042,107.18914866447449,632
11.369653529225705,15.83961340643769,35.77530336380005,967
8.993807857165422,14.69789376669416,22.839534997940063,907
