train_fit,test_fit,train_time_seconds,random_seed
18.179318672975256,25.711443547593927,9.846202373504639,321
15.32618810632722,31.059897256315534,7.838273525238037,360
12.066862111358512,22.723793886166845,10.250413656234741,274
6.000546149017825,12.069569378735094,5.790646076202393,656
12.687731283192257,18.973828006435014,6.979604959487915,959
13.291545415749928,19.831622753286627,3.6541335582733154,878
13.291545415749928,19.831622753286627,3.5467710494995117,813
13.291545415749928,19.831622753286627,4.507772922515869,701
10.188839013847318,14.89179899474776,8.192205667495728,212
8.830290429639042,11.778456077606803,6.355541706085205,645
13.291545415749928,19.831622753286627,3.5248067378997803,539
10.21784696213712,15.985060353840534,5.7449986934661865,156
12.356225791057014,17.765886321625967,4.298447370529175,595
12.713741853504079,19.094722960096878,5.092839479446411,942
13.599509942898985,88.31846237473115,5.611749172210693,37
9.15778010824716,10.695389053505762,4.403234243392944,611
13.173743001921203,23.316826842317017,6.532248497009277,222
18.808704070924218,26.00869263098201,2.697904586791992,177
11.535567540020084,13.880170201914408,7.8478779792785645,875
13.195980179095834,19.841751106908234,7.1318066120147705,22
12.999721239053551,19.45965163454781,6.663492679595947,468
13.291545415749928,19.831622753286627,5.759573459625244,346
18.164852860198934,26.805246689996846,9.117470741271973,355
8.993807857165422,14.69789376669416,4.1922643184661865,706
13.374592614454249,18.4010832622123,6.833467721939087,736
9.737733130675073,21.669015511747656,4.8531458377838135,198
6.586874230730345,9.442578340454958,9.457181930541992,356
12.691150548632715,19.1842144270478,4.862576484680176,516
8.631225021312305,14.222154612440436,7.892699241638184,667
13.113017896696237,19.224104088013554,4.082016468048096,41
