best_fit,worst_fit,std_fit,mean_fit,n_unique_inds,better_than_parents,worst_than_parents
13.668521392326873,105.3360272508212,11.030112022556457,24.825585683025498,83,29,25
13.668521392326873,110.30229810483536,10.255529206902498,23.940543546114736,66,13,25
18.908177599541766,42.83541441623321,2.402231360087804,22.25968819623352,47,27,27
18.908177599541766,46.25547209790797,3.9042624999730733,22.7204177419393,56,23,23
18.808704070924218,42.83541441623321,3.3158671088496963,22.649232650937403,49,22,26
20.292286102223297,29.160339000109797,1.1447663654663214,22.284730808333556,36,18,20
20.086158747954514,29.160339000109797,1.5548400363912995,22.32812127371055,35,14,24
20.086158747954514,29.160339000109797,1.9244271547091074,22.83364998697824,34,24,20
20.444713497465926,29.160339000109797,2.025848759661317,22.937663758164575,32,18,24
20.289423458524443,29.701652069712445,1.9669923437071557,22.72742437064345,38,21,25
20.289423458524443,29.701652069712445,1.9400595693815839,22.943669959378454,31,19,27
20.289423458524443,29.160339000109797,1.550490588791997,22.870621609562342,37,24,26
20.086158747954514,60.08194534586545,3.9955633478670163,23.212339177933618,34,22,24
18.907644122891824,60.08194534586545,5.517436102532937,23.36460104192723,38,19,27
20.086158747954514,60.08194534586545,6.58134193773371,23.753085552357206,37,21,25
19.920551314635915,60.08194534586545,6.553579888657148,23.85811159449773,38,17,17
19.920551314635915,60.08194534586545,10.016725183686043,25.715979169793886,35,20,22
19.920551314635915,60.08194534586545,4.7288828340765185,23.773688084909796,28,22,24
19.920551314635915,29.759389926259658,2.24456537915347,22.905962655060353,25,18,24
18.921297987172792,26.58601963217498,1.8316216920393225,22.46417476662983,25,13,29
19.595816519827984,27.2259825694494,1.6113849604064092,22.2573491278616,29,22,24
18.921297987172792,27.306570262167178,1.627066656648715,22.256641256701734,30,21,31
18.921297987172792,266.7340134488892,24.387608638082167,24.737110599457264,32,24,22
18.838562396677066,29.160339000109797,2.016048818201418,21.9952419254023,38,20,28
18.908177599541766,34.61742039578526,2.7116336235331757,22.298590826856255,32,21,25
18.908177599541766,37.79839681504202,2.669849370763008,22.048313954937285,29,22,28
18.921297987172792,33.98630556101986,2.57926717747923,22.013787735472604,24,15,31
18.921297987172792,71.50248446310451,7.7397415189481915,24.079131464769713,30,17,27
18.921297987172792,71.50248446310451,10.168582911712228,25.04609103720663,21,22,26
18.908177599541766,84.29517042335607,15.653353248326738,27.300566760379088,26,18,28
19.216425563668828,84.29517042335607,16.54209102049796,27.806861659943838,22,24,28
18.908177599541766,84.29517042335607,11.221108899244394,25.483644716462983,27,25,29
18.831974524242195,84.29517042335607,9.507420562252632,24.957743278838183,28,24,28
18.831974524242195,110.30229810483536,15.178362660882563,27.249229575713265,29,25,25
18.831974524242195,84.29517042335607,13.421688302953026,27.22203621050083,28,24,32
18.831974524242195,84.29517042335607,13.678009171737196,26.676117360078848,29,23,29
18.831974524242195,84.29517042335607,12.162578654874824,25.752063936104946,24,22,30
18.831974524242195,84.29517042335607,9.024022392632927,24.277655673308274,24,20,28
18.831974524242195,37.79839681504202,3.4061265756360135,23.060144769227723,25,29,29
18.831974524242195,37.79839681504202,3.7716981588480416,23.40070723220465,29,20,24
18.831974524242195,84.29517042335607,7.038791611995923,23.75645471388054,26,29,29
18.831974524242195,84.29517042335607,10.797574857180436,25.12797288573199,25,24,34
18.838562396677066,84.29517042335607,12.948711628337662,26.51293387127871,27,23,25
18.838562396677066,46.91742326340245,3.1544122128089045,23.537320382504003,21,27,25
18.838562396677066,28.797803018342062,1.9550129644196403,23.136759541426798,22,22,26
20.289423458524443,26.58601963217498,1.7146340709291041,23.00792648934674,17,21,25
20.289423458524443,25.884051079421756,1.6647233129683396,22.978677326549374,17,21,27
20.289423458524443,25.884051079421756,1.6874043697120245,23.26552985163189,18,20,30
20.289423458524443,25.884051079421756,1.5091901365873899,23.286398228068048,17,22,32
20.289423458524443,25.884051079421756,1.5807833319659514,23.481212755653672,18,25,23
19.036677645795205,25.884051079421756,1.5393832996331396,23.51424692482915,25,21,25
20.48022222956213,29.28369580669638,1.741564732336893,23.767705872981697,23,22,20
20.289423458524443,29.28369580669638,1.690326885121073,23.59627852971002,25,23,31
21.150068167263207,29.981336224449297,1.6744005494503482,23.559000394437007,25,21,25
20.289423458524443,29.28369580669638,1.7073733333717174,23.67741525129233,22,24,28
20.289423458524443,29.981336224449297,2.197458923100033,23.89283014068693,25,24,26
20.289423458524443,30.00737108156314,2.109969552032097,23.500246420191665,24,27,29
19.036677645795205,48.904031347679755,3.879306007870559,24.2843633405413,37,35,29
20.289423458524443,93.17495599496328,8.91079361933106,25.61832214155098,44,32,26
19.087465674578297,75.37479506532684,10.487963584160417,26.236266469936258,47,31,21
18.921297987172792,75.37479506532684,7.193045765874884,24.913607056204395,45,24,32
19.087465674578297,31.971758219092123,1.5809825528837713,23.25658012241553,47,23,29
19.087465674578297,27.409590692123068,1.248097248045941,23.20954409804355,39,26,32
19.087465674578297,25.884051079421756,1.0304765579709398,22.94097375133086,48,22,26
19.087465674578297,25.838311789963058,1.0720708955660259,22.742833017521022,47,29,27
19.087465674578297,28.686057546978834,1.5182270456195208,22.933177764553886,47,19,21
19.087465674578297,28.595402184410137,1.322797991149232,22.900971563525758,43,28,32
19.087465674578297,28.797803018342062,1.439138746568654,22.900529907860413,52,22,26
19.087465674578297,28.797803018342062,1.751329903221756,22.89539610125769,38,24,24
19.087465674578297,28.797803018342062,2.095152604937127,23.07952382798876,45,24,30
19.087465674578297,28.797803018342062,1.3020647422369631,22.790153880419876,43,27,19
19.087465674578297,28.797803018342062,1.2767325182666542,22.65443313104668,40,21,23
19.087465674578297,26.691004969008073,1.3822174124624926,22.125070401348626,39,25,27
19.087465674578297,28.04269299115648,1.2321151858247774,22.2567369621326,37,27,35
19.087465674578297,28.04269299115648,1.3609927667755028,22.527202499703794,49,24,30
19.087465674578297,25.884051079421756,1.2408911807774106,22.470592862548184,44,26,34
19.087465674578297,27.1096091820211,1.369453735249208,22.38993594294521,46,29,35
19.087465674578297,28.797803018342062,1.9920060432408018,22.463684801621255,49,20,36
18.921297987172792,29.07886878396053,2.026061103031248,22.624707299230685,52,33,31
18.921297987172792,28.5269835008238,1.8758620358125708,22.8335060031909,47,24,32
18.921297987172792,28.5269835008238,1.5523546330993212,22.522691910902815,50,26,34
18.921297987172792,28.5269835008238,1.2571710994475338,22.583132423584917,46,27,33
18.921297987172792,45.16475182052103,2.52273606754926,22.84510363442932,48,30,26
18.921297987172792,25.48591572444088,0.9439371321562863,22.64502208652722,39,29,29
18.921297987172792,23.395338259987124,1.0003648432974652,22.366363990834586,36,28,34
18.921297987172792,33.0644480402536,1.322695827230928,22.60392760916251,39,27,25
18.921297987172792,23.260210454451762,0.7698522409735893,22.531866691379193,43,21,33
18.921297987172792,23.274796561328692,0.8638668737495344,22.438237912395394,47,25,29
18.921297987172792,29.321856373271142,0.985567802000765,22.678080286762352,46,31,31
18.921297987172792,23.260210454451762,0.8948104259594134,22.477142165673136,48,26,30
18.921297987172792,23.6617784281684,0.9413587975343853,22.40169479492226,45,25,31
18.921297987172792,24.182364142792935,0.7651446986877162,22.51084338849455,48,25,39
18.921297987172792,41.633436192205366,2.215823659460822,22.698306904959075,52,29,29
18.921297987172792,33.079465571617106,1.8361738787991693,22.735683520121423,47,30,38
18.921297987172792,41.633436192205366,2.9400324527632264,23.175248921850116,40,27,31
22.344045313647438,41.64326425958888,3.978865160889291,23.69861993821873,46,26,36
22.344045313647438,55.443997640897464,5.3457120451189555,24.278303572526866,44,27,35
22.344045313647438,78.44639915470735,9.53915078198275,26.319897634101295,43,33,29
22.341871485749014,54.3696439774142,5.200987958578587,24.17651256498391,43,26,34
22.33425835132927,54.403369564394005,6.870223594732386,24.689966958821884,38,33,29
22.344045313647438,78.44639915470735,8.798519930540902,25.31363922317139,50,30,32
22.344045313647438,55.443997640897464,8.841480004184666,25.895918485640518,39,32,32
22.38940680364766,78.44639915470735,11.20806576873761,26.607466247171224,37,34,32
22.369316223623795,55.52526072905595,8.00104667201906,25.338739215177966,38,29,29
22.328610849068916,55.52526072905595,8.132177411606957,25.419819171301455,35,29,37
22.35296266085174,103.83896672173273,11.635734022180598,27.099288070576364,33,35,29
20.013463471210123,78.52557556642071,9.747012040922536,26.53441128166937,38,32,32
20.063559280668073,78.44639915470735,11.088897663040102,27.333476075903263,43,31,31
22.277305417776006,78.52557556642071,11.537985714335218,27.18100120943923,40,31,31
19.74499487888225,78.44064360297273,9.727133296088455,25.967177925597003,44,28,36
19.72745000133234,41.67713459560239,2.2949496808329903,23.056674600254908,45,23,37
22.277305417776006,32.956298732818,1.769760114252746,22.958875531579988,41,27,41
19.036677645795205,54.41595033138905,3.617143699720057,23.248615547832706,37,29,35
