train_fit,test_fit,train_time_seconds,random_seed
15.372700659102623,14.826232595902605,27.355252265930176,384
15.372700659102623,14.826232595902605,39.20613718032837,480
15.23217508277376,14.607711844559722,89.11860227584839,785
9.847405968059997,9.76980375570443,265.69136786460876,457
16.804666065696956,16.304274525561635,34.25516891479492,375
13.554228065729266,13.910232875769946,124.50596857070923,88
13.157817020401223,12.782511286683663,265.4691138267517,614
16.804666065696956,16.304274525561635,36.65823435783386,142
14.114098447439469,14.16734264768929,139.6061143875122,79
15.372700659102623,14.826232595902605,28.522992372512817,376
16.804666065696956,16.304274525561635,63.579776763916016,655
15.094288293701558,14.632035318269816,81.15484666824341,982
15.372700659102623,14.826232595902605,34.714311838150024,36
15.372700659102623,14.826232595902605,31.653398275375366,854
15.372700659102623,14.826232595902605,28.79201650619507,638
15.372700659102623,14.826232595902605,49.7870876789093,338
14.405161422809092,14.541709685312727,162.3030138015747,356
12.401587091638001,12.254170649641733,130.09903621673584,894
13.915750355254566,13.841921919233357,152.8394365310669,624
16.8046609809479,16.304274525561635,37.214165687561035,126
15.372700659102623,14.826232595902605,37.35334610939026,344
15.372700659102623,14.826232595902605,36.44819903373718,401
15.372700659102623,14.826232595902605,31.596982717514038,432
15.372700659102623,14.826232595902605,34.30117678642273,838
15.372700659102623,14.826232595902605,29.20423913002014,558
15.372700659102623,14.826232595902605,30.31199359893799,928
15.372700659102623,14.826232595902605,30.638829231262207,336
15.372700659102623,14.826232595902605,29.681035041809082,37
15.372700659102623,14.826232595902605,32.290486574172974,823
15.372700659102623,14.826232595902605,31.67986798286438,53
