train_fit,test_fit,train_time_seconds,random_seed
14.490928446963277,14.482021858569794,55.03864812850952,935
15.372700659102623,14.826232595902605,29.363691329956055,274
16.804666065696956,16.304274525561635,29.97658896446228,504
16.804666065696956,16.304274525561635,30.4027419090271,168
13.977778786891662,13.767329948867289,151.98722457885742,657
15.372700659102623,14.826232595902605,30.94069218635559,8
16.804666065696956,16.304274525561635,30.893638134002686,580
16.804666065696956,16.304274525561635,38.219966888427734,120
15.372700659102623,14.826232595902605,35.49380397796631,347
16.804666065696956,16.304274525561635,36.11094832420349,532
14.839630673945052,14.828946346036686,92.49151992797852,759
13.271905151139482,12.756530406781565,151.14800906181335,22
16.804666065696956,16.304274525561635,35.82072424888611,54
15.564723639320881,14.753686441029737,51.62326121330261,416
15.372700659102623,14.826232595902605,33.87862706184387,747
16.804666065696956,16.304274525561635,37.75010657310486,833
16.804666065696956,16.304274525561635,32.277859926223755,423
14.00426955400462,13.914632303139898,130.63045382499695,757
12.389657668571624,12.747871548009828,179.47036170959473,566
15.372700659102623,14.826232595902605,43.81609272956848,127
15.372700659102623,14.826232595902605,37.20064640045166,884
14.48169066449857,13.937451182619375,180.2622776031494,439
16.804666065696956,16.304274525561635,31.108482360839844,1000
16.804666065696956,16.304274525561635,37.44848704338074,530
16.804666065696956,16.304274525561635,33.80615210533142,157
15.320379247623295,15.10534563030077,345.20557856559753,15
16.825574603957556,16.317475354699315,29.46521282196045,602
15.225704050423465,14.949232822117724,315.1472284793854,429
16.825574603957556,16.317475354699315,31.045001745224,478
15.372700659102623,14.826232595902605,31.811411142349243,835
