train_fit,test_fit,train_time_seconds,random_seed
15.980593898790769,15.505708845459909,298.3156862258911,261
16.804666065696956,16.304274525561635,32.51253366470337,99
15.980593898790769,15.505708845459909,320.72646379470825,261
15.372700659102623,14.826232595902605,36.042616844177246,753
15.372700659102623,14.826232595902605,32.90218210220337,778
16.14766242769935,16.10917936268785,269.2560844421387,626
15.382297717158707,15.163253559715743,233.42372608184814,347
16.804666065696956,16.304274525561635,37.269442081451416,371
16.804666065696956,16.304274525561635,37.3387987613678,62
14.162712803318426,14.002428996066707,176.22211837768555,590
16.804666065696956,16.304274525561635,34.412832498550415,949
13.405671062874495,13.086906056207468,189.27385830879211,811
16.804666065696956,16.304274525561635,40.90809774398804,58
16.279868428782883,15.90808863367225,187.19999408721924,917
13.907433862737422,13.463443911244237,62.02274417877197,491
12.558110065712006,12.892474208291766,494.8378791809082,733
16.825574603957556,16.317475354699315,39.775888442993164,824
15.372700659102623,14.826232595902605,35.903619050979614,496
16.804666065696956,16.304274525561635,36.11660885810852,512
15.654525467767522,15.661975756084614,225.85358047485352,294
16.825574603957556,16.317475354699315,33.94024038314819,431
15.372700659102623,14.826232595902605,39.72530722618103,405
15.372700659102623,14.826232595902605,46.50191259384155,173
12.674570460367908,12.680117989156981,149.94345879554749,406
16.804666065696956,16.304274525561635,46.50212836265564,613
16.804666065696956,16.304274525561635,34.30754232406616,77
16.804666065696956,16.304274525561635,35.75929498672485,446
15.372700659102623,14.826232595902605,35.325536489486694,405
15.972548377984472,15.586283042020982,189.51547408103943,488
16.804666065696956,16.304274525561635,45.148664236068726,492
