train_fit,test_fit,train_time_seconds,random_seed
1.0141947676966445,1.4587387814866433,525.9662222862244,497
2.1119000601147833,3.5089298094837043,414.3617515563965,288
3.205432155666664,4.2926033519403655,302.27034878730774,273
0.9182865821207268,4.544428729960956,401.52137088775635,420
5.034824270968599,7.853819333205386,754.3794121742249,368
3.6495071559950993,7.95020288266217,318.5992839336395,366
2.976188077771816,2.614882805058225,275.3941662311554,761
1.9314430202129402,4.03457142079524,416.4331285953522,75
8.579715158491473,12.02719639228596,276.6513590812683,568
2.1796394469135256,1.9041856422543753,352.599641084671,57
3.711693615664462,7.3418321600165175,768.6238126754761,620
3.2893948442850367,7.891406121120019,296.29664063453674,848
3.1004373536034118,6.630919979611658,609.4664726257324,774
3.940773986983584,6.05084376664117,156.15443658828735,194
2.457694571802087,1.2234393050167471,284.0493919849396,628
0.4945324483883716,0.5601053193286497,560.9682378768921,625
2.085071867719019,1.9100911945536077,445.0883643627167,140
3.0426217343924598,6.095238433553739,632.4225368499756,346
1.8744745475690672,1.9744965730690025,436.002610206604,708
5.3153834649137615,8.553382314682851,433.02198004722595,999
0.7650083573704255,1.081152528238235,492.5291860103607,284
2.0378209680399713,4.858448635679283,391.1877341270447,819
2.548986260797752,2.3717531832943806,277.12554121017456,458
3.4448205014554163,5.063336818117768,367.3734652996063,403
2.299966486570849,2.6514122180533457,251.88305258750916,453
1.7629093848257955,2.6053678664466853,277.7635645866394,111
5.350866255453773,8.92251235754823,174.85852003097534,201
2.2438985877452735,3.663175753876554,263.7585461139679,28
1.3847626455051543,2.1419115367511354,468.84714818000793,25
0.7669448260232847,0.9905137021707546,426.4168496131897,348
